Source.IP,Source.Port,Destination.IP,Destination.Port,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_Sec,Flow_Packets_Sec,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_Sec,Bwd_Packets_Sec,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,SYN_Flag_Count,Down_Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
192.168.72.43,56008,10.200.7.7,3128,0,168,0,26.375,57.74559352,0,0,0,0,4.357641061,0.185870946,6052586.625,9457836.302,24359068,4,47422256,6774608,9974643.185,24359068,4,0,0,0,0,0,264,40,0.165218618,0.020652327,0,168,21.1,52.12687513,2717.211111,1,0,23.44444444,26.375,0,8,211,1,0,-1,29200,4,0,519200.5,680863.9272,1000644,37757,15794097.33,9215917.621,24359068,6042234,DoS slowloris
192.168.72.43,56000,10.200.7.7,3128,120,44,44,44,0,60,60,60,0,50473,157424,49.66666667,79.96457549,142,3,4,4,0,4,4,3,3,0,3,3,64,64,13422.81879,13422.81879,44,60,50.4,8.76356092,76.8,0,1,63,44,60,2,88,2,120,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
172.19.1.64,49863,10.200.7.8,3128,3757,112,0,18.66666667,45.72380853,1418,0,751.4,715.3109813,163977,242899,11521.9,21759.77478,52512,3,115219,23043.8,27500.0723,53231,3,53718,13429.5,26350.97425,52955,49,204,168,52.07474462,43.39562051,0,1418,322.4166667,574.8361756,330436.6288,0,0,351.7272727,18.66666667,751.4,6,112,5,3757,65535,332,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.180.37,1982,10.200.7.9,3128,4,4,0,1.333333333,2.309401077,4,4,4,0,37974,216119,21,30.31501278,56,3,63,31.5,40.30508653,60,3,0,0,0,0,0,96,32,47619.04762,15873.01587,0,4,2.4,2.19089023,4.8,1,0,3,1.333333333,4,3,4,1,4,302,302,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.9,3128,192.168.180.37,1982,0,168,0,30.14285714,61.3009749,0,0,0,0,4.631855616,0.175615379,6507728.143,14913776.5,40038698,3,45553253,7592208.833,16032019.49,40038698,3,0,0,0,0,0,224,40,0.153663456,0.021951922,0,168,23.44444444,54.72684696,2995.027778,1,0,26.375,30.14285714,0,7,211,1,0,-1,29200,4,0,19757,25522.31216,37804,1710,22657504.5,24580719.58,40038698,5276311,DoS slowloris
10.200.7.199,46622,207.244.80.182,443,0,315,0,39.375,111.369318,0,0,0,0,1421.050495,40.6014427,27708.375,64763.62008,187185,2,201760,28822.85714,69869.79492,187185,2,0,0,0,0,0,256,40,36.09017129,4.511271412,0,315,31.5,99.6117463,9922.5,1,0,35,39.375,0,8,315,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.9,3128,192.168.180.37,1982,0,168,0,24.55555556,54.29113904,0,0,0,0,3.281539504,0.14848595,7482937.667,10975167.98,24506166,4,67345465,8418183.125,11343073.68,24506166,4,0,0,0,0,0,312,40,0.133637355,0.014848595,0,168,20.09090909,49.56501699,2456.690909,1,0,22.1,24.55555556,0,9,221,1,0,-1,29200,5,0,553044.5,778970.7505,1103860,2229,22013216.33,2508342.647,24506166,19489759,DoS slowloris
10.200.7.9,3128,192.168.180.37,1982,0,316,0,35.11111111,105.3333333,0,0,0,0,1461.83275,46.26053005,24018.55556,61800.32326,188083,1,199657,24957.125,65998.71637,188083,1,0,0,0,0,0,336,40,41.63447705,4.626053005,0,316,28.72727273,95.27758489,9077.818182,1,0,31.6,35.11111111,0,9,316,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.72.43,56007,10.200.7.7,3128,96,48,48,48,0,48,48,48,0,101479,6260,22023788,38022898.18,65928849,71247,66000117,66000117,0,66000117,66000117,66000096,66000096,0,66000096,66000096,52,52,0.0302703,0.0302703,48,48,48,0,0,0,1,60,48,48,2,96,2,96,-1,-1,1,20,71268,0,71268,71268,65928849,0,65928849,65928849,BENIGN
10.200.7.195,37458,104.91.156.236,80,283,49,49,49,0,283,283,283,0,233807,170880,62121,0,62121,62121,0,0,0,0,0,0,0,0,0,0,32,32,16.09761594,16.09761594,49,283,127,135.099963,18252,0,1,190.5,49,283,1,49,1,283,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
179.1.4.231,443,10.200.7.217,56687,0,6,6,6,0,0,0,0,0,31181,143725,1,0,1,1,1,1,0,1,1,0,0,0,0,0,40,0,2000000,0,6,6,6,0,0,0,0,9,6,0,2,12,0,0,7805,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.72.43,56015,10.200.7.7,3128,0,339,0,42.375,119.8545994,0,0,0,0,1811.594203,48.09542132,23391,50273.03392,146575,2,167593,23941.85714,54274.99844,146575,2,0,0,0,0,0,292,40,42.75148561,5.343935702,0,339,33.9,107.2012127,11492.1,1,0,37.66666667,42.375,0,8,339,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
179.1.4.210,443,10.200.7.217,51536,74,46,46,46,0,74,74,74,0,224831,235149,23786,0,23786,23786,0,0,0,0,0,0,0,0,0,0,32,40,42.04153704,42.04153704,46,74,55.33333333,16.16580754,261.3333333,0,1,83,46,74,1,46,1,74,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.195,37461,104.91.156.236,80,0,0,0,0,0,0,0,0,0,0,249.2833105,8023,0,8023,8023,0,0,0,0,0,0,0,0,0,0,20,20,124.6416552,124.6416552,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.42.31,52680,10.200.7.5,3128,0,404,0,95,172.773104,0,0,0,0,48.5595967,0.553749787,1956358.917,5884480.697,20600000,460,23500000,2133402.636,6138084.168,20600000,460,0,0,0,0,0,424,40,0.51115365,0.042596137,0,404,81.42857143,162.6292217,26448.26374,1,0,87.69230769,95,0,12,1140,1,0,-1,29200,3,0,987850,0,987850,987850,20600000,0,20600000,20600000,DoS Hulk
10.200.7.195,44858,216.58.202.225,443,0,168,0,28.42857143,62.03186585,0,0,0,0,4.958029409,0.199317765,5733844.857,13648184.61,36614419,7,39138369,6523061.5,14774826,36614419,7,0,0,0,0,0,232,40,0.174403045,0.024914721,0,168,22.11111111,55.16440076,3043.111111,1,0,24.875,28.42857143,0,7,199,1,0,-1,29200,3,0,1001486,0,1001486,1001486,36614419,0,36614419,36614419,DoS slowloris
192.168.42.31,52677,10.200.7.5,3128,0,0,0,0,0,0,0,0,0,0,3276.003276,407,77.92945528,496,351,725,362.5,16.26345597,374,351,0,0,0,0,0,60,20,2457.002457,819.000819,0,0,0,0,0,0,0,0,0,0,3,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.5,3128,192.168.42.31,52680,0,389,0,53.28571429,135.5952283,0,0,0,0,7.376402128,0.148319078,7223808.214,26900000,101000000,2,101000000,7779419,27900000,101000000,2,0,0,0,0,0,516,40,0.138431139,0.009887939,0,389,46.625,127.5376415,16265.85,1,0,49.73333333,53.28571429,0,14,746,1,0,-1,29200,2,0,270101,0,270101,270101,101000000,0,101000000,101000000,DoS Hulk
216.58.202.225,443,10.200.7.195,44857,269,525,0,86.71428571,194.2298589,102,41,67.25,31.09528367,273047,10281,11646116.5,24481206.75,58146649,1,116461165,19410194.17,29965820.01,58146649,1,116366533,38788844.33,33592160.54,58234165,3,224,128,0.060105873,0.034346213,0,525,116.75,193.5402824,37457.84091,1,0,127.3636364,86.71428571,67.25,7,607,4,269,335,130,2,32,91073.5,5091.875931,94674,87473,58095853,71836.39211,58146649,58045057,BENIGN
10.200.7.5,3128,192.168.42.31,52680,78,50,50,50,0,78,78,78,0,198965,219154,30207,0,30207,30207,0,0,0,0,0,0,0,0,0,0,20,20,33.10490946,33.10490946,50,78,59.33333333,16.16580754,261.3333333,0,1,89,50,78,1,50,1,78,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.5,3128,192.168.42.31,52677,148,53,53,53,0,148,148,148,0,263250,217162,30848,0,30848,30848,0,0,0,0,0,0,0,0,0,0,32,32,32.41701245,32.41701245,53,148,84.66666667,54.84827557,3008.333333,0,1,127,53,148,1,53,1,148,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.5,3128,192.168.42.31,52677,0,0,0,0,0,0,0,0,0,2,208166,354,0,354,354,0,0,0,0,0,0,0,0,0,0,32,32,2824.858757,2824.858757,0,0,0,0,0,0,1,0,0,0,1,0,1,0,29200,4681,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.42.31,52681,10.200.7.5,3128,985,438,0,32.625,108.1103603,979,0,70.35714286,261.5302916,40913,20361,3989410.31,4872769.716,10005201,38,115692899,7712859.933,4129344.575,10027160,22370,110361623,8489355.615,3753004.857,10063725,12427,332,424,0.138297166,0.12101002,0,979,48.61290323,189.5226772,35918.84516,0,0,50.23333333,32.625,70.35714286,16,522,14,985,8192,119,15,20,41305.54545,63635.3584,233173,21926,9991596.818,31354.62705,10005201,9897195,BENIGN
10.200.7.195,44859,216.58.202.225,443,0,369,0,52.71428571,139.4688905,0,0,0,0,6.033116019,0.130799263,8737489.143,22500000,59700000,3069,60900000,10100000,24300000,59700000,3069,0,0,0,0,0,228,20,0.114449355,0.016349908,0,369,41,123,15129,0,0,46.125,52.71428571,0,7,369,1,0,-1,0,1,0,270587,0,270587,270587,59700000,0,59700000,59700000,DoS Hulk
10.200.7.5,3128,192.168.42.31,52681,0,316,0,79,158,0,0,0,0,1848.926335,29.25516354,42727.5,70543.98709,148222,1,158016,52672,82893.44179,148222,1,0,0,0,0,0,128,40,23.40413083,5.851032707,0,316,52.66666667,129.0064598,16642.66667,1,0,63.2,79,0,4,316,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.5,3128,192.168.42.31,52681,0,0,0,0,0,0,0,0,0,2,143723,100,0,100,100,0,0,0,0,0,0,0,0,0,0,32,32,10000,10000,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1120,33304,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.42.31,52678,10.200.7.5,3128,0,330,0,55,134.7219359,0,0,0,0,700.7634074,14.86467834,78485.83333,124669.4303,298721,2,457684,91536.8,134724.2576,298721,2,0,0,0,0,0,180,40,12.74115286,2.123525477,0,330,41.25,116.6726189,13612.5,1,0,47.14285714,55,0,6,330,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.195,44855,216.58.202.225,443,0,168,0,30.14285714,61.3009749,0,0,0,0,2.769309037,0.104997499,10884613,14832840.11,34832897,4,76190703,12698450.5,15374645.38,34832897,4,0,0,0,0,0,224,40,0.091872812,0.013124687,0,168,23.44444444,54.72684696,2995.027778,1,0,26.375,30.14285714,0,7,211,1,0,-1,29200,4,0,20339,25066.93539,38064,2614,25383871,10401401.41,34832897,14238604,DoS slowloris
10.200.7.5,3128,192.168.42.31,52678,0,338,0,67.6,151.1581953,0,0,0,0,232.7075245,4.130902802,290493.4,414413.7833,1004179,5,448288,112072,129449.1092,256120,5,0,0,0,0,0,168,40,3.442419002,0.6884838,0,338,48.28571429,127.7519919,16320.57143,1,0,56.33333333,67.6,0,5,338,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.5,3128,192.168.42.31,52678,0,358,0,59.66666667,146.152888,0,0,0,0,5.963322237,0.116601273,10000000,24400000,59800000,2550,60000000,12000000,26700000,59800000,2550,0,0,0,0,0,188,20,0.099943948,0.016657325,0,358,44.75,126.5721138,16020.5,0,0,51.14285714,59.66666667,0,6,358,1,0,-1,0,1,0,15178,0,15178,15178,59800000,0,59800000,59800000,DoS Hulk
10.200.7.195,37465,104.91.156.236,80,0,346,0,57.66666667,141.2539085,0,0,0,0,3.330437489,0.067378793,17300000,41900000,103000000,43,103000000,20600000,46000000,103000000,43,0,0,0,0,0,176,20,0.057753251,0.009625542,0,346,43.25,122.3294731,14964.5,0,0,49.42857143,57.66666667,0,6,346,1,0,-1,0,1,0,829412,0,829412,829412,103000000,0,103000000,103000000,DoS Hulk
10.200.7.217,53809,157.240.0.22,443,0,0,0,0,0,0,0,0,0,2,82031,710163.4,979254.9952,2023940,58,1526877,763438.5,1046704.005,1503570,23307,3527575,1763787.5,367993.2182,2023998,1503577,104,112,0.844875982,0.844875982,0,0,0,0,0,0,1,0,0,0,3,0,3,0,29200,29,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.196,35706,213.239.207.69,80,4321,949,0,58.52173913,200.5419633,1448,0,205.7619048,461.2026566,216445,38295,2695136.698,4399202.359,10020333,3,115890878,5267767.182,5010739.357,10080032,3,111144499,5557224.95,5127409.785,10080346,48,744,680,0.198462557,0.181204944,0,1448,125.9333333,350.1018293,122571.2909,0,0,128.7954545,58.52173913,205.7619048,23,1346,21,4321,29200,5673,4,32,89787.36364,99080.47923,388526,59670,10014264.18,18039.60618,10020333,9960002,BENIGN
10.200.7.195,36951,179.1.4.223,80,0,189,0,42.1,72.36090104,0,0,0,0,5.490716555,0.143462903,7667487.4,11884606.08,32267676,6,76672712,8519190.222,12277565.73,32267676,6,0,0,0,0,0,320,40,0.130420821,0.013042082,0,189,35.08333333,67.47317087,4552.628788,1,0,38.27272727,42.1,0,10,421,1,0,-1,29200,7,0,1438315.5,1980797.72,2838951,37680,23943718.33,8052197.49,32267676,16194027,DoS slowloris
192.168.10.47,51850,10.200.7.6,3128,0,316,0,45.14285714,119.4367735,0,0,0,0,16.8253091,0.425957192,2683032.857,6785665.755,18100000,2,18800000,3130204.667,7319468.944,18100000,1056,0,0,0,0,0,208,20,0.372712543,0.053244649,0,316,35.11111111,105.3333333,11095.11111,0,0,39.5,45.14285714,0,7,316,1,0,-1,0,1,0,466055,0,466055,466055,18100000,0,18100000,18100000,DoS Hulk
10.200.7.6,3128,192.168.10.47,51850,0,374,0,46.4,122.8429892,0,0,0,0,17.27872709,0.397212117,2685383,10300000,39900000,1,40300000,2876754.429,10600000,39900000,1,0,0,0,0,0,548,40,0.37238636,0.024825757,0,374,40.94117647,115.9377368,13441.55882,1,0,43.5,46.4,0,15,696,1,0,-1,29200,2,0,214793,0,214793,214793,39900000,0,39900000,39900000,DoS Hulk
10.200.7.6,3128,192.168.10.47,51850,57901,389,0,29.82051282,90.77817724,2896,0,1231.93617,951.5311324,225243,60868,1371473.506,3406646.721,10024905,1,116575248,3067769.684,4597538.935,10047915,3,111102083,2415262.674,4325404.783,10051916,1,1256,1512,0.334547862,0.403173065,0,2896,678.8965517,922.7659765,851497.0473,0,1,686.7906977,29.82051282,1231.93617,39,1163,47,57901,29200,1039,5,32,73709.91667,173730.6155,625367,23010,9640893.833,1319919.884,10024905,5449655,BENIGN
10.200.7.7,3128,192.168.10.17,53320,0,359,0,51.28571429,135.6892458,0,0,0,0,288.1192155,6.420483912,178001.7143,378869.005,1021168,2,224844,37474,79790.62795,199585,2,0,0,0,0,0,256,40,5.617923423,0.802560489,0,359,39.88888889,119.6666667,14320.11111,1,0,44.875,51.28571429,0,7,359,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
216.58.212.195,443,10.200.7.217,38493,0,387,0,55.28571429,146.2722511,0,0,0,0,1637.104314,33.84194963,33770.42857,76889.19438,206939,2,211732,35288.66667,84112.87334,206939,2,0,0,0,0,0,284,40,29.61170593,4.230243704,0,387,43,129,16641,1,0,48.375,55.28571429,0,7,387,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.7,3128,192.168.10.17,53320,0,299,0,99.66666667,172.6277305,0,0,0,0,1182.13591,15.81452722,84310.66667,123065.7862,226125,5548,231673,115836.5,155971.4925,226125,5548,0,0,0,0,0,108,40,11.86089542,3.953631806,0,299,59.8,133.7168651,17880.2,1,0,74.75,99.66666667,0,3,299,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
172.217.29.69,443,10.200.7.217,36878,1151,357,0,59.8,113.9822598,1013,0,230.2,441.6595974,76676,110830,7361.571429,13308.24997,32396,49,103062,11451.33333,16075.227,33552,49,67511,16877.75,17934.54357,32493,416,332,168,97.02897285,48.51448643,0,1013,109.3125,259.064141,67114.22917,0,0,116.6,59.8,230.2,10,598,5,1151,65535,62,5,32,0,0,0,0,0,0,0,0,BENIGN
216.58.202.234,443,10.200.7.217,36488,0,365,0,121.6666667,210.7328483,0,0,0,0,2165.336814,23.72971851,56188.33333,75758.04899,143291,5628,148919,74459.5,97342.44082,143291,5628,0,0,0,0,0,108,40,17.79728888,5.932429627,0,365,73,163.2329624,26645,1,0,91.25,121.6666667,0,3,365,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.180.37,1984,10.200.7.9,3128,338,28,28,28,0,169,169,169,0,158301,171560,40983,70941.34039,122899,3,3,3,0,3,3,47,47,0,47,47,40,40,16.26690742,16.26690742,28,169,84.4,77.22888061,5964.3,0,1,105.5,28,169,2,56,2,338,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.180.37,1984,10.200.7.9,3128,380,34,34,34,0,190,190,190,0,55875,103777,10335.66667,17857.74668,30956,3,48,48,0,48,48,3,3,0,3,3,64,40,64.50156416,64.50156416,34,190,96.4,85.44471897,7300.8,0,1,120.5,34,190,2,68,2,380,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.199,46624,207.244.80.182,443,2399,1448,0,265.1666667,554.2103036,2261,0,299.875,793.8842013,178570,106828,7878.210526,12178.46425,40582,3,149686,13607.81818,20014.81258,62495,3,119471,17067.28571,14852.66398,40582,4,396,264,80.16781797,53.44521198,0,2261,265.7619048,627.3096448,393517.3905,0,0,279.05,265.1666667,299.875,12,3182,8,2399,65535,1120,7,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.9,3128,192.168.180.37,1984,0,384,0,45.5625,124.7038993,0,0,0,0,9.049984742,0.211042168,5034538.875,20000000,80200000,2,80600000,5370047.267,20700000,80200000,2,0,0,0,0,0,592,40,0.198627923,0.012414245,0,384,40.5,118.0619229,13938.61765,1,0,42.88235294,45.5625,0,16,729,1,0,-1,29200,2,0,217798,0,217798,217798,80200000,0,80200000,80200000,DoS Hulk
10.200.7.9,3128,192.168.180.37,1984,124,58,58,58,0,124,124,124,0,247412,216699,31031,0,31031,31031,0,0,0,0,0,0,0,0,0,0,32,20,32.22583868,32.22583868,58,124,80,38.10511777,1452,0,1,120,58,124,1,58,1,124,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
216.58.202.225,443,10.200.7.195,44857,0,337,0,84.25,168.5,0,0,0,0,1164.373622,17.27557303,72356.5,110420.4949,237508,5513,265050,88350,129438.3107,237508,5513,0,0,0,0,0,128,40,13.82045842,3.455114606,0,337,56.16666667,137.5796739,18928.16667,1,0,67.4,84.25,0,4,337,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.195,36953,179.1.4.223,80,0,168,0,22,51.77515492,0,0,0,0,4.374557312,0.218727866,5029080.3,7900702.536,22046372,4,49292211,5476912.333,8244241.076,22046372,4,0,0,0,0,0,336,40,0.198843514,0.019884351,0,168,18.33333333,47.60888636,2266.606061,1,0,20,22,0,10,220,1,0,-1,29200,5,0,1520433.5,2099038.702,3004678,36189,15683594,5988598.708,22046372,10157081,DoS slowloris
192.168.72.43,56012,10.200.7.7,3128,1026,664,0,67.71428571,182.6288496,667,0,85.5,193.6822609,157807,42618,2435118.08,4350342.605,10028257,3,60877952,4682919.385,5210350.438,10112004,76,60793967,5526724.273,5258215.796,10112004,3,456,392,0.229968314,0.197115698,0,667,73.11111111,181.2168979,32839.5641,0,0,75.92307692,67.71428571,85.5,14,948,12,1026,29200,115,3,32,112778.1667,70939.21327,257582,83742,10019920.33,13229.42257,10028257,9998595,BENIGN
179.1.4.217,443,10.200.7.217,51934,6,6,6,6,0,6,6,6,0,42054,147545,92,0,92,92,0,0,0,0,0,0,0,0,0,0,20,20,10869.56522,10869.56522,6,6,6,0,0,0,1,9,6,6,1,6,1,6,119,16360,0,20,0,0,0,0,0,0,0,0,BENIGN
179.1.4.217,443,10.200.7.217,51934,65,49,49,49,0,65,65,65,0,122875,188552,47425,0,47425,47425,0,0,0,0,0,0,0,0,0,0,20,20,21.08592515,21.08592515,49,65,54.33333333,9.237604307,85.33333333,0,1,81.5,49,65,1,49,1,65,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.32.49,54498,10.200.7.9,3128,284,46,46,46,0,142,142,142,0,116722,153169,55,89.20201791,158,3,4,4,0,4,4,3,3,0,3,3,40,40,12121.21212,12121.21212,46,142,84.4,52.58136552,2764.8,0,1,105.5,46,142,2,92,2,284,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.199,52427,50.97.172.202,443,0,383,0,70.5,149.32087,0,0,0,0,18.14833398,0.283165495,3884654.1,11300000,36000000,4,37800000,4204023.333,11900000,36000000,4,0,0,0,0,0,364,40,0.257423177,0.025742318,0,383,58.75,137.8254001,18995.84091,1,0,64.09090909,70.5,0,10,705,1,0,-1,29200,2,0,2629106,0,2629106,2629106,36000000,0,36000000,36000000,DoS Hulk
10.200.7.9,3128,192.168.32.49,54498,114,41,41,41,0,57,57,57,0,318678,125564,69158.66667,119742.1593,207425,3,3,3,0,3,3,48,48,0,48,48,64,40,9.639669167,9.639669167,41,57,47.4,8.76356092,76.8,0,1,59.25,41,57,2,82,2,114,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.9,3128,192.168.32.49,54498,0,0,0,0,0,0,0,0,0,0,2.787648117,538088,751494.7023,1069475,6701,1069475,1069475,0,1069475,1069475,0,0,0,0,0,40,20,1.858432078,0.929216039,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.195,36954,179.1.4.223,80,38,6,6,6,0,38,38,38,0,263183,162636,6758,0,6758,6758,0,0,0,0,0,0,0,0,0,0,20,20,147.972773,147.972773,6,38,16.66666667,18.47520861,341.3333333,0,1,25,6,38,1,6,1,38,0,31,0,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,172.19.1.68,50019,0,390,0,48.75,137.8858223,0,0,0,0,241.2237839,5.566702706,202094.5,502345.0019,1438055,1,178701,25528.71429,58632.77236,157911,1,0,0,0,0,0,324,40,4.948180183,0.618522523,0,390,39,123.3288287,15210,1,0,43.33333333,48.75,0,8,390,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.194,44455,212.124.124.94,443,0,168,0,30.14285714,61.3009749,0,0,0,0,4.294522331,0.162825491,7018908,9523479.292,22846263,3,49131043,8188507.167,9866362.39,22846263,3,0,0,0,0,0,224,40,0.142472305,0.020353186,0,168,23.44444444,54.72684696,2995.027778,1,0,26.375,30.14285714,0,7,211,1,0,-1,29200,4,0,221828.5,23031.17497,238114,205543,16229566.33,7026398.606,22846263,8854921,DoS slowloris
10.200.7.194,44455,212.124.124.94,443,0,168,0,24.4,50.89902859,0,0,0,0,3.68993891,0.166349705,6612575.6,10627417.56,25656958,4,66124505,7347167.222,10999498.85,25656958,4,0,0,0,0,0,320,40,0.151227004,0.0151227,0,168,20.33333333,47.00934788,2209.878788,1,0,22.18181818,24.4,0,10,244,1,0,-1,29200,7,0,126768,175631.1823,250958,2578,21825399,3505051.505,25656958,18780570,DoS slowloris
192.168.180.51,57747,10.200.7.4,3128,4177,664,0,135.5416667,231.3564874,1460,0,181.6086957,410.2159896,260694,40950,2500772.587,4101970.096,10000290,45,114984683,4999334.043,4654434.671,10050609,688,114984876,5226585.273,4754573.68,10050879,216,492,580,0.208631178,0.199938212,0,1460,154.7916667,325.5955563,106012.4663,0,0,158.0851064,135.5416667,181.6086957,24,3253,23,4177,8192,136,23,20,1613237,2368299.664,5190306,50319,9885231.3,98349.21955,10000290,9800578,BENIGN
192.168.180.51,57747,10.200.7.4,3128,578,439,0,87.8,196.3267684,578,0,192.6666667,333.7084556,321681,227084,15029.71429,24331.70426,50796,57,105208,26302,29354.51169,52890,571,54087,27043.5,35395.64415,52072,2015,172,104,47.52490305,28.51494183,0,578,113,226.9041648,51485.5,0,0,127.125,87.8,192.6666667,5,439,3,578,65535,75,1,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.194,44456,212.124.124.94,443,0,0,0,0,0,0,0,0,0,0,29.23634663,68408,0,68408,68408,0,0,0,0,0,0,0,0,0,0,20,20,14.61817331,14.61817331,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.194,44456,212.124.124.94,443,262,37,37,37,0,131,131,131,0,17473,103995,10294.33333,17825.11221,30877,3,3,3,0,3,3,3,3,0,3,3,64,88,64.76054787,64.76054787,37,131,74.6,51.48592041,2650.8,0,1,93.25,37,131,2,74,2,262,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.180.51,57748,10.200.7.4,3128,0,168,0,27.375,57.21622522,0,0,0,0,3.162987991,0.129985808,8654791,12078677.12,27090562,4,69237548,9891078.286,12487796.28,27090562,4,0,0,0,0,0,256,40,0.11554294,0.014442868,0,168,21.9,51.76324307,2679.433333,1,0,24.33333333,27.375,0,8,219,1,0,-1,29200,5,0,106384,148433.0271,211342,1426,23008520,4018530.421,27090562,19056665,DoS slowloris
10.200.7.4,3128,192.168.180.51,57748,6,6,6,6,0,6,6,6,0,314860,112481,129435,0,129435,129435,0,0,0,0,0,0,0,0,0,0,20,20,7.72588558,7.72588558,6,6,6,0,0,0,1,9,6,6,1,6,1,6,256,54,0,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,192.168.180.51,57748,9010,551,0,61.375,142.3207059,2099,0,563.125,766.2078808,87897,53374,1709581.935,3724055.679,10008764,3,52997040,3533136,4809586.974,10060917,3,50385869,3359057.933,4899419.433,10060741,4,332,328,0.301903654,0.301903654,0,2099,302.7878788,592.0967909,350578.6098,0,1,312.25,61.375,563.125,16,982,16,9010,8192,32754,15,20,76084.8,53680.31602,172111,51977,10000827.8,7114.058174,10008764,9992862,BENIGN
10.200.7.4,3128,192.168.180.51,57748,6,6,6,6,0,6,6,6,0,304741,110411,13933,0,13933,13933,0,0,0,0,0,0,0,0,0,0,20,20,71.77205196,71.77205196,6,6,6,0,0,0,1,9,6,6,1,6,1,6,253,66,0,20,0,0,0,0,0,0,0,0,BENIGN
